user_id,isbn,rating
1167,0440217520,5
1167,0440224675,8
1184,0743230051,1
1184,0684856603,1
1184,0061056103,1
1184,0880387483,7
1184,034536628X,7
1211,0006513409,1
1211,2253170453,1
1211,0330375253,1
1211,2253004898,8
1211,2070360024,8
1211,0786889373,8
1211,2266022504,8
1211,2070375161,7
1211,2253009164,8
1211,2070364283,7
1211,2070360423,7
1211,2070415686,8
1211,0099771519,9
1211,2253005274,8
1248,0345396529,10
1248,0449912558,10
1248,0345367898,10
1248,0553580272,10
1248,0553110721,10
1248,0679452281,9
1254,0894805770,10
1254,089480829X,10
1297,0140140352,1
1297,0679731148,7
1297,0060192119,8
1297,0836218256,7
1343,0590660543,10
1343,0552996009,9
1372,3596144434,1
1372,3423620196,10
1409,0440208912,8
1409,0515127396,5
1409,0061093106,8
1409,0515120006,6
1409,042517736X,9
1412,0345433084,6
1412,0345416260,9
1412,0385494785,9
1412,0451180208,7
1412,0385486804,9
1424,1853262714,1
1424,0786885688,1
1424,0531301427,8
1424,0061097314,5
1424,0380603764,6
1424,0316291161,8
1424,0671776134,8
1424,0451527569,7
1424,0671646575,8
1424,0345439481,7
1424,0060930535,7
1424,0312420366,8
1424,033036197X,6
1424,0316353299,8
1424,0743431014,7
1424,0156006332,7
1424,0804106304,6
1424,0385720106,7
1424,0151002290,6
1424,0156001314,8
1424,0140255087,10
1424,031215125X,7
1424,0767902521,8
1424,0812541979,6
1424,0061030015,5
1424,0099771519,8
1424,0061056871,6
1435,0345380371,1
1435,0380718340,1
1435,0425133516,1
1435,0345338545,1
1435,0385240406,1
1435,0441172717,1
1435,0345387651,5
1435,0060977477,5
1435,0517573822,10
1435,0517149257,10
1435,155874262X,10
1435,0812590236,4
1435,0375505547,7
1435,0679751343,8
1435,1573221775,4
1435,0060915544,10
1435,0684855631,9
1435,0875964125,5
1435,0671017586,7
1435,0380728249,10
1435,0671024248,4
1435,068484267X,8
1435,0446672211,8
1435,0684848783,5
1435,0684863324,9
1435,0345378490,5
1435,0451183665,7
1436,0449222276,1
1436,0451201558,9
1467,1892051001,5
1467,0671001701,7
1485,1558747478,1
1485,0380706725,8
1485,0140004424,9
1548,0316314641,1
1548,0345425707,8
1548,0312243022,8
1548,0425167313,8
1548,0452282152,8
1548,0553258540,9
1585,0553299506,7
1585,0451178033,6
1585,0684867621,4
1585,0553282476,7
1585,0446604658,6
1585,0316182540,7
1585,0316919896,7
1585,0449212602,8
1596,0743202961,1
1608,0671510053,1
1608,0449212602,10
1608,0515095826,8
1608,0515111279,8
1608,0515090174,8
1652,038080350X,1
1652,0804111359,1
1652,0679744479,7
1660,0553582933,7
1660,0671024248,1
1660,0553582747,5
1660,0425115801,1
1660,0553561618,6
1660,089480829X,7
1674,0345386256,1
1674,0805012478,1
1674,0393322157,1
1674,0553348981,1
1674,0609806505,1
1674,0618129030,8
1674,0345384466,7
1674,0060975547,9
1674,0345416880,7
1674,038548951X,10
1674,0385483503,10
1674,0393312801,10
1674,0553380958,10
1674,0812505166,10
1674,0449912558,5
1674,0679725164,6
1674,0375725784,10
1674,0060187271,10
1688,0515131091,6
1688,0380791382,1
1688,0515122491,5
1688,051512902X,5
1706,0679721819,8
1706,0446606723,7
1706,0446603708,1
1706,0345392825,5
1706,0451524934,10
1725,844507119X,10
1733,0373709102,1
1733,1551666030,1
1733,0671039830,1
1733,0515107662,1
1733,0849938635,1
1733,0373708149,1
1733,0671521446,7
1733,0446364762,5
1733,0061042005,9
1733,0373707959,8
1733,0553107232,7
1733,0373708300,5
1733,0373708351,10
1733,0446527130,7
1733,0446603082,8
1733,0505524333,10
1733,050552435X,10
1733,037370822X,7
1733,0373708319,6
1733,0515118230,8
1733,0446357405,7
1733,067179793X,5
1733,0517077744,8
1733,0553285947,7
1733,0553562746,7
1733,0440168724,9
1733,059035342X,10
1733,0061095869,8
1733,0373242328,6
1733,0553574078,8
1733,0373224818,8
1733,1551665794,7
1733,0671007696,9
1733,055329945X,8
1733,0380775840,9
1733,0373079621,3
1733,1551664348,7
1805,0345406516,6
1805,0312281250,7
1805,843760494X,8
1805,0312195516,9
1805,038082101X,7
1812,0553560247,1
1812,0312979479,9
1812,0671708635,7
1838,0451195493,1
1838,0451195507,1
1838,0061012289,9
1838,0425162788,9
1848,0441102670,1
1848,0345409663,1
1848,0486278026,1
1848,0345347536,1
1848,0441104029,1
1848,0671510053,1
1848,0553580272,1
1848,0441328008,1
1848,0717802418,10
1848,0345378482,8
1848,0671722727,10
1848,0812513738,8
1848,0812511816,10
1848,0061030651,5
1848,0762406984,10
1848,0375705090,9
1848,0684818868,10
1848,0345417623,8
1848,0345342968,10
1848,0345348109,9
1848,0812550706,8
1848,0451169530,5
1848,0312852487,10
1903,0425104338,1
1903,0439139597,1
1903,0486401464,1
1903,0385492081,1
1903,0345339738,1
1903,0060960248,1
1903,0805059970,1
1903,067162248X,10
1903,0345409469,10
1903,0679430946,10
1903,0452266688,10
1903,078686351X,6
1903,0380810336,10
1903,068815252X,3
1903,0316777730,10
1903,0812550706,10
1903,0375757325,9
1903,0345333152,10
1903,0446391581,10
1903,0060928069,7
1928,068983571X,1
1928,0394830148,9
2010,0684836491,5
2010,0688156126,9
2010,0684859262,8
2010,0399147357,7
2010,0446604666,10
2010,0440221420,5
2010,0380796090,6
2010,0451197879,8
2012,0553579754,1
2012,0670892963,2
2012,0345353145,8
2012,0553348973,5
2012,0553279912,10
2012,0515120863,6
2012,0413588106,10
2012,0671023616,8
2012,0316154067,9
2012,0449221482,8
2024,0380717972,9
2030,0394404289,10
2030,0385315287,10
2030,0446673714,1
2030,0440108268,10
2030,0062509594,10
2030,0140298479,10
2030,0062513346,10
2030,006251279X,10
2030,0440204321,10
2030,0060191988,10
2030,0062502174,10
2030,0062507567,10
2030,0425133656,10
2030,0671777351,10
2030,0743400720,10
2030,1880032627,10
2030,067084487X,10
2030,0915811898,10
2030,1561706213,10
2030,1563054671,10
2030,1561707244,10
2030,1561707236,10
2030,0892132701,1
2030,0525945040,10
2033,0140386645,8
2033,0061056286,8
2033,0671776975,1
2033,0812532597,8
2033,0451456718,10
2033,0689821417,1
2033,0886776120,8
2033,0451456734,10
2033,0886775493,9
2033,0440221471,1
2033,0886776619,9
2033,0886775035,10
2033,0451457781,8
2033,0451458028,10
2033,0688117619,7
2033,0886778603,10
2033,0451458508,10
2033,0812532619,8
2033,0590353403,9
2033,0812510488,1
2033,0886775876,10
2033,0316779032,10
2033,0786880007,8
2033,0060950536,10
2033,0060256737,10
2033,0765341174,1
2033,0671722816,1
2033,0451456521,1
2033,0764550039,7
2033,0312921098,8
2033,0451456726,1
2033,0316779059,10
2033,0449003787,1
2033,0812500865,7
2033,0761107363,1
2033,0060248025,10
2033,0345337662,5
2033,156402976X,1
2033,0060256664,10
2033,0812532635,8
2033,0886775167,8
2033,0786889020,1
2033,0441004997,7
2033,0439139597,9
2033,0836218256,9
2033,0439064864,9
2033,0553288202,1
2033,0886774268,1
2033,0836221362,10
2033,0385265700,1
2033,0380775123,10
2033,0375815260,10
2033,0486275728,1
2033,0439136350,9
2033,0920668372,10
2033,0553573136,8
2033,0886774012,9
2033,0886777208,10
2033,0385294638,1
2033,0553379534,10
2033,0886774004,10
2033,0886773784,10
2033,0886777739,10
2033,0886773776,10
2033,0399523308,6
2033,0440213525,1
2033,0886774144,10
2033,0886773520,1
2033,0385297661,1
2033,156305700X,7
2033,0886774632,10
2033,0812575717,10
2033,0886775639,8
2033,0671524313,6
2033,0812545990,1
2033,0812533313,10
2033,0894716174,9
2033,0812532988,8
2033,0812532961,8
2033,0688149790,8
2033,0440220602,1
2033,0836220889,10
2033,0345351525,1
2033,0345340426,10
2033,0452279089,10
2033,0886774543,10
2033,0671519751,10
2033,0836204387,10
2033,0836218787,10
2041,0679743243,5
2041,0385424736,7
2041,0440224772,1
2041,068483376X,1
2041,068484270X,5
2041,0345406036,8
2041,0385416342,7
2041,0671672576,6
2046,0140390839,1
2046,0380752123,10
2084,8440616368,9
2090,0553295977,1
2090,0425161242,1
2090,0679770232,5
2090,0671739778,6
2090,0671646575,5
2090,0380470845,8
2103,0385472951,9
2103,0743224574,1
2103,0671875965,10
2103,0671721720,10
2103,068486780X,8
2103,0451451686,10
2110,0440901588,1
2110,0590462253,1
2110,0439240700,10
2110,0671751174,10
2110,0898863538,8
2110,0671695304,10
2110,0590109715,10
2110,0486270718,10
2110,0886774500,9
2110,0590448315,8
2110,0380570009,10
2110,0345423038,6
2110,0345375580,10
2110,0590448285,8
2110,0812505042,10
2110,0590879979,9
2110,0140022651,10
2110,0345314255,10
2110,0345317580,10
2110,0590448323,8
2110,0590109960,10
2110,0590448595,8
2110,0515127396,8
2110,059035342X,10
2110,0553073273,9
2110,0590629808,10
2110,0590629778,10
2110,0590629786,10
2110,0590213040,10
2110,0590629794,10
2110,0060987529,7
2110,0671001868,8
2110,0345362276,10
2110,0590956159,8
2110,0345307674,10
2110,051512463X,8
2110,0345335287,10
2110,0439176824,8
2132,1551665964,1
2132,1551668521,1
2132,1551668424,8
2132,0440236401,8
2134,0440224055,1
2134,0684866048,10
2136,0515118249,1
2136,0399143335,8
2136,0441001866,8
2139,0515130389,10
2139,0553272837,10
2179,0441117732,1
2179,055357549X,1
2179,0451524934,8
2179,0887307884,9
2179,0590353403,10
2179,0553373803,10
2179,0671721046,10
2179,0312263120,8
2179,0886777844,9
2179,0618002219,9
2179,0380815931,10
2179,0451455789,9
2179,0451458370,9
2189,0141002077,6
2189,0312243359,8
2189,0394757653,7
2189,0385498802,1
2197,0590471570,9
2197,0449702936,8
2197,0449703347,1
2197,0449702545,8
2197,0156005778,1
2197,1550223968,8
2276,0879979623,1
2276,0071383832,1
2276,0671868691,1
2276,034538475X,1
2276,0892131144,1
2276,0345419995,1
2276,0446356611,1
2276,1855858320,1
2276,0446609404,1
2276,0380724987,1
2276,0451184963,1
2276,0886771854,1
2276,0553576623,1
2276,0812533496,1
2276,0345366239,1
2276,0886776619,1
2276,0671002570,1
2276,006109918X,1
2276,0446890359,1
2276,0446605484,1
2276,0886774519,1
2276,0425155943,1
2276,0812511816,1
2276,0449212602,1
2276,0671721291,1
2276,0345368959,1
2276,0345384911,1
2276,0441896448,1
2276,0345370732,1
2276,0671794264,1
2276,0804101787,1
2276,0451456068,1
2276,0446607657,1
2276,0345388674,1
2276,0345315642,10
2276,0451452941,10
2276,0553575538,10
2276,044921852X,9
2276,0345272463,9
2276,0312974728,9
2276,0671721178,10
2276,0312855486,10
2276,031209261X,10
2276,0812585151,5
2276,0345423615,9
2276,0449209695,10
2276,0380002930,9
2276,0451452305,10
2276,0440220793,7
2276,0553574582,7
2276,0812575962,10
2276,0385505833,5
2276,0671729446,5
2276,0812517725,8
2276,0553576801,8
2276,0440236673,10
2276,0345379144,10
2276,0446609323,9
2276,0743412753,9
2276,0399146725,10
2276,0451454499,5
2276,0345382447,7
2276,0425119653,8
2276,0553289640,6
2276,0446364622,8
2276,0515130125,10
2276,0553290797,8
2276,0425172546,9
2276,0345404793,9
2276,0440145465,10
2276,0671876015,10
2276,0061099155,9
2276,0812513711,8
2276,0684852802,9
2276,0451454081,10
2276,0380542625,10
2276,0553263226,10
2276,0671016768,8
2276,0671524313,10
2276,0451456734,10
2276,0886774632,10
2276,0886775167,10
2276,0886775639,10
2276,0886776120,10
2276,0451456726,10
2276,0440221471,10
2287,0060981180,6
2287,0553277839,1
2287,0451180410,7
2287,0061051098,6
2287,0375706062,6
2287,0446360856,6
2287,0380014033,7
2287,0425147622,7
2287,0425143341,1
2287,0140077022,5
2288,0553582747,1
2288,0020532105,1
2288,0821770594,10
2288,0446363510,6
2288,0440206707,7
2288,0425144429,5
2288,0553210092,5
2288,0070212570,8
2288,0425115801,10
2313,0375706771,1
2313,0679722319,1
2313,0451525078,1
2313,0345348036,9
2313,0399146431,5
2313,0385482388,5
2313,0879520388,7
2313,0394756827,10
2313,0399141146,3
2313,0679733760,7
2313,0553278223,7
2313,0452260116,9
2313,0060173289,9
2313,0312876513,6
2313,0679745580,8
2326,0786918063,1
2326,0807281956,9
2326,0880381736,8
2337,0385505833,7
2337,0375705856,1
2337,0671510126,8
2337,0451191153,8
2337,0451191145,9
2337,0440403278,10
2337,0842314296,10
2337,0060987561,7
2337,0060928336,9
2337,0345350499,9
2358,0440131480,1
2358,0679720200,1
2358,0451627954,1
2358,0807503673,1
2358,0440170370,1
2358,0807545465,1
2358,0345413873,1
2358,0064408655,9
2358,0451160312,6
2358,0140071083,6
2358,0671034251,8
2358,0440220653,8
2358,0345302745,8
2358,0440400759,8
2358,0345348176,8
2358,0446603783,8
2358,0446603775,8
2358,0671899619,8
2363,0671023187,1
2363,0451450825,9
2363,0451450787,9
2363,0440234948,6
2363,0671726889,9
2375,0385498721,1
2375,0671003755,9
2375,0345424719,7
2375,0684803143,7
2399,0345352238,1
2399,0345317580,7
2399,0345337662,9
2399,0812533666,4
2399,0671876015,9
2399,0345334310,8
2406,3492215416,2
2411,0671522728,5
2411,0152017984,6
2437,042518238X,1
2437,0515114693,9
2437,0671739751,9
2437,0425181979,8
2437,0671003518,9
2439,0679767398,7
2439,044012929X,1
2439,0380002930,10
2439,0345367421,7
2439,0425130215,1
2439,0425174468,7
2442,8807809907,10
2442,8807810778,10
2442,880781076X,10
2442,8806155873,8
2442,8885989403,1
2559,0345338545,1
2559,0375701044,3
2559,0060928336,7
2559,0671036505,4
2589,0345443284,1
2589,0671034065,4
2589,0439101336,8
2589,0399147772,7
2630,0440225698,1
2630,0684823780,8
2719,0451455126,1
2719,038072345X,5
2719,0064407721,7
2719,0140089365,7
2719,0451521285,10
2719,0395869463,7
2719,0440911710,7
2738,0743222229,8
2766,0590997297,1
2766,0871237954,1
2766,1565121562,1
2766,0374332657,1
2766,0590213040,1
2766,0440213290,1
2766,0440498058,1
2766,0937295043,1
2766,0812590236,1
2766,0451183665,1
2766,0312099436,1
2766,1573225789,1
2766,0440221595,8
2766,0060975849,9
2766,0440219078,8
2766,0736903054,10
2766,0446310786,10
2766,071483839X,10
2766,0679877061,9
2766,1576734013,8
2766,0553211587,8
2766,044048474X,7
2766,0679751602,6
2766,0446607339,8
2766,014034294X,9
2766,0688031188,9
2766,0684801221,10
2766,0439078059,9
2766,0380726815,6
2766,0800786084,7
2766,0312146310,9
2766,0440204194,8
2766,0440211263,8
2766,1558745718,7
2766,0446516538,6
2766,0812568788,8
2766,0425178102,5
2766,0806961740,7
2766,0767902521,8
2766,0805421351,10
2766,0394873335,9
2766,0898157803,8
2766,0679733760,5
2766,0141304707,9
2766,0553279912,7
2766,0842345523,9
2766,0745926290,8
2766,0671721291,6
2766,0874869870,9
2793,0671759329,5
2793,0671695126,6
2793,0380762277,7
2799,0671004107,8
2799,0553213539,8
2799,0451524934,10
2799,0812513711,9
2799,1890159018,7
2799,0062502182,1
2799,0786885688,1
2799,0812517725,9
2799,0671695304,1
2799,1561703249,6
2855,0380730138,1
2855,0439064872,1
2855,0425180964,8
2855,0375704906,5
2855,0399144463,5
2855,0425168700,7
2891,0553575384,1
2891,0886777690,1
2891,0517122707,1
2891,0553562738,1
2891,0553280325,1
2891,067084134X,1
2891,0140119906,1
2891,0553269828,1
2891,0743225406,1
2891,0312263996,1
2891,0553211404,7
2891,0918949165,7
2891,0571169341,10
2891,1561003913,4
2891,0679732764,8
2891,0684853701,6
2891,0374100128,7
2891,0345404475,7
2891,0061054887,6
2891,0060929979,7
2891,0671722654,8
2891,0449912558,9
2891,0452260116,8
2891,0451521323,7
2891,0385094787,6
2891,0553562967,7
2891,038548951X,8
2891,0385482388,7
2891,0804106304,7
2891,0060928336,6
2891,0375404929,5
2891,0671003755,7
2891,044900483X,9
2906,2246567610,3
2906,2264010991,1
2954,0743203399,1
2954,0767908244,8
2954,0440235502,10
2977,0884042642,1
2977,0553238000,1
2977,044652087X,1
2977,087131794X,1
2977,0671000381,1
2977,0553569058,1
2977,0805062971,1
2977,0684856603,1
2977,0316569321,7
2977,0156806797,9
2977,0452282152,7
2977,0385491077,7
2977,0525945210,6
2977,0380704161,9
2977,0060981180,8
2977,0394752996,8
2977,0425175111,8
2977,0449209113,8
2977,0062735233,9
2977,037570504X,5
2977,0446605786,8
2977,0312194390,8
2977,0486266907,7
2977,1573225681,8
2977,1573228834,10
2977,3423078006,8
2977,0375725784,3
2977,0821221817,10
2977,0449002632,8
2977,0425130215,9
2977,0671021001,9
2977,0385491050,3
2977,0671496107,10
2996,0345361792,8
2996,0425118703,7
3017,0811802981,8
3017,0571200435,9
3017,0380792737,6
3088,2070388905,7
3100,0316601950,6
3106,0451456718,10
3106,0451456726,5
3106,0451456734,10
3142,0760704767,1
3145,0394580567,1
3145,0312263120,1
3145,0446602612,1
3145,067975833X,10
3145,0380720191,10
3145,0394571029,10
3145,0440129613,7
3145,0446343455,8
3145,0446359866,9
3145,0440128994,7
3154,1853260053,1
3154,002542730X,8
3154,0804111898,8
3167,0684825457,1
3167,0345348109,1
3167,0553571656,1
3167,0345347951,1
3167,0345285549,1
3167,0449212858,1
3167,0440219078,10
3167,0451458125,8
3167,0345355237,10
3167,0515090174,7
3167,0449219631,7
3167,0312865031,7
3167,0553213377,10
3167,0345335651,9
3167,0380012863,8
3167,0671004107,9
3167,0345370775,9
3167,0440998050,10
3167,0812550706,10
3167,0345337662,5
3167,0553574353,10
3167,0425104052,9
3167,0812505018,8
3167,0786889527,6
3167,0671721380,7
3167,0671017225,6
3167,0425181464,8
3192,0393040135,1
3192,0064407667,7
3192,0316777730,7
3192,0875427324,5
3192,0316779237,7
3266,0316085251,1
3266,0874771641,8
3266,0226424197,7
3266,014006690X,9
3282,0553289411,1
3282,0441135560,10
3282,0345380525,9
3282,0345380517,9
3282,0345371631,10
3282,0345365399,10
3282,0451176812,9
3282,0451160533,9
3282,0451190955,9
3282,1579542085,9
3282,0385496753,9
3282,0671720414,9
3326,3442435838,1
3326,3453061187,6
3329,0553568728,7
3329,0679448594,5
3329,0440234743,8
3329,0886778697,9
3329,0884046818,9
3329,0345379802,8
3329,0553297988,7
3331,0061030635,1
3331,0399143165,1
3331,0671868713,9
3331,0446527785,10
3331,006109157X,8
3331,0553576011,9
3331,0425161242,10
3346,0345347951,1
3346,0345342968,1
3346,0441007570,1
3346,0812504755,1
3346,0425132153,1
3346,0312860684,1
3346,0441007023,1
3346,0345319656,9
3346,0345296710,8
3346,0836220676,6
3346,0345441435,6
3346,0345296702,9
3346,0689710879,6
3346,0836204387,9
3346,0441068804,7
3346,0836218620,9
3346,0345413350,8
3346,0689710887,6
3346,0345320115,10
3346,0020427859,5
3346,0836218256,10
3346,0312890044,9
3346,0316107018,7
3346,0836217225,8
3346,0064407055,5
3346,0441004385,7
3346,0141309814,8
3346,0836218353,10
3363,0064406822,1
3363,0385492243,1
3363,0553377884,1
3363,0849942829,1
3363,0786883375,1
3363,0786883367,1
3363,002542730X,1
3363,0312144075,1
